iso_code,glottocode
lcp,west2396
lcq,luhu1243
lcs,lisa1239
ldb,idun1241
ldd,luri1256
ldg,leny1238
ldh,lamj1245
ldi,laar1238
ldj,lemo1242
ldk,leel1242
ldl,kaan1247
ldm,land1256
ldo,looo1238
ldp,tsoo1241
ldq,lufu1237
leb,lala1264
leh,lenj1248
lei,lemi1243
lej,leng1258
lek,leip1237
lel,lele1265
leo,leti1245
leq,lemb1266
ler,lenk1247
let,lesi1239
lev,lamm1241
ley,lemo1243
lfa,lefa1242
lfn,ling1267
lga,lung1249
lgb,lagh1246
lgh,lagh1245
lgi,leng1260
lgk,ling1265
lgl,wala1266
lgn,opuu1239
lgq,logb1245
lgr,leng1259
lgt,pahi1246
lgz,lige1238
lhh,laha1251
lhi,lahu1252
lhl,lahu1250
lhn,laha1253
lhp,lhok1238
lhs,mlah1239
lht,loto1240
lib,liku1243
lid,nyin1250
lie,liki1240
lih,lihi1237
lik,lika1243
lim,limb1263
lio,liki1241
lip,sekp1241
liq,libi1250
lir,libe1240
liu,logo1261
liw,coll1240
lix,liab1237
liz,libi1244
lje,ramp1243
lji,laiy1246
ljl,lioo1240
ljx,yuru1264
lka,laka1255
lkb,kabr1240
lkc,kuco1235
lkd,lako1248
lke,keny1278
lkh,lakh1240
lki,laki1244
lkj,remu1237
lkl,laek1243
lkm,kala1401
lkn,lako1245
lko,khay1238
lks,kisa1263
lky,loko1254
lla,lala1261
llb,lolo1261
llc,lele1266
lle,lele1270
llf,herm1237
llg,lole1239
llh,lamu1257
lli,teke1277
llk,lela1246
lll,lila1246
llm,lasa1237
llq,lola1250
lls,lith1236
llx,laua1243
lly,
lma,east2387
lmb,mere1242
lmd,lumu1239
lmf,sout2896
lmg,lamo1244
lmi,lomb1254
lmj,west2541
lmk,lamk1238
lmo,lomb1257
lmq,lama1279
lmr,lama1278
lmv,loma1261
lmx,laim1240
lmy,lamb1273
lmz,lumb1237
lna,lang1318
lnh,lano1248
lni,daan1235
lnl,sout2787
lnm,lang1328
lnn,lore1244
lno,lang1322
lnu,long1389
loa,lolo1264
loc,inon1237
loe,salu1253
lof,logo1262
loh,nari1240
loi,loma1258
lon,mala1256
loo,lomb1260
lop,lopa1238
loq,loba1239
lot,otuh1238
lou,loui1240
low,tamp1254
lox,loun1239
lpa,lele1267
lpe,lepk1238
lpn,long1375
lpo,lipo1242
lpx,lopi1242
lra,rara1235
lre,laur1250
lri,mara1393
lrl,lari1253
lrm,mara1392
lrn,lora1237
lro,laro1243
lrr,sout2734
lrt,lara1260
lrv,lare1249
lrz,leme1238
lsa,lasg1238
lsd,lish1247
lse,luse1252
lsg,lyon1239
lsh,lish1235
lsi,lash1243
lsl,latv1245
lsm,saam1283
lsp,pana1308
lsr,aruo1240
lss,lasi1242
lst,trin1277
lsy,maur1240
ltc,midd1344
lto,tsot1241
lts,tach1242
ltu,latu1237
luc,arin1244
lud,ludi1246
luf,laua1245
luj,luna1244
luk,luna1243
lum,luim1238
lup,lumb1249
luq,lucu1238
luv,luwa1238
luw,luoc1235
luz,sout2647
lva,maku1277
lvu,levu1239
lwa,lwal1238
lwe,lewo1243
lwh,whit1266
lwl,east2330
lwm,laom1237
lwt,lewo1244
lwu,lawu1238
lxu,
lya,laya1253
lyg,lyng1241
lyn,luya1241
lzh,lite1248
lzl,litz1237
lzn,lein1237
maa,sanj1286
mab,yuta1240
mae,boru1244
maf,mafa1239
maj,jala1237
mam,mamm1241
mat,sanf1262
max,nort2828
mba,higa1237
mbd,diba1242
mbf,baba1267
mbh,mang1403
mbi,ilia1236
mbk,malo1245
mbm,omba1241
mbs,sara1327
mbu,mbul1260
mbv,mbul1258
mbx,mari1432
mby,memo1238
mbz,amol1236
mcc,bitu1242
mce,itun1239
mci,mese1244
mcj,mvan1238
mck,mbun1249
mcl,maca1261
mcq,esee1247
mcv,mina1274
mcw,mawa1270
mcx,mpie1238
mcy,sout2877
mcz,mawa1267
mdb,mori1271
mdc,male1291
mdg,mass1262
mdk,mang1396
mdl,malt1238
mdn,mbat1248
mdp,mbal1257
mds,mari1438
mdu,mbok1243
mdv,sant1439
mdz,suru1261
mea,menk1238
meb,ikob1240
med,melp1238
mee,meng1267
mef,mega1243
meh,sout3000
mem,mang1383
meo,keda1251
meq,mere1246
mer,meru1245
mes,masm1239
met,mato1252
mew,maak1236
mfa,patt1249
mfb,bang1365
mfd,mend1261
mfg,mixi1241
mfh,mata1306
mfj,mefe1242
mfk,nort3046
mfl,puta1243
mfm,marg1266
mfo,mbee1249
mfp,maka1305
mfq,moba1244
mfs,mexi1237
mft,moke1240
mfu,mbwe1238
mfw,mula1254
mfx,melo1242
mfz,maba1273
mgb,mara1396
mgc,moro1284
mgg,mpon1254
mgi,liji1238
mgj,abur1244
mgk,mawe1251
mgm,mamb1306
mgn,mban1262
mgq,mali1279
mgs,mand1423
mgt,mong1344
mgv,mate1258
mgy,mbun1248
mgz,mbug1242
mha,mand1413
mhb,maho1248
mhc,moch1257
mhf,mama1277
mhg,marg1251
mhl,mauw1238
mhm,makh1265
mhn,moch1255
mho,mash1267
mhp,bali1279
mht,mand1448
mhw,mbuk1240
mii,chig1239
mij,abar1238
mip,apas1235
mir,isth1238
mit,sout3001
miu,caca1250
miw,akoy1238
mix,mixt1425
mje,musk1256
mjh,mwer1247
mjj,mawa1266
mjl,mand1409
mjm,mede1237
mjn,mapa1244
mjo,mala1459
mjp,mala1468
mjq,mala1466
mjr,mala1463
mjs,mish1244
mju,mann1245
mjv,mann1246
mjx,maha1291
mjy,mahi1248
mjz,majh1253
mka,mbre1244
mkb,malp1246
mkc,sili1247
mkg,makc1235
mki,dhat1238
mkk,byep1241
mkl,moko1243
mkm,mokl1243
mkn,kupa1239
mko,ming1254
mkp,moik1239
mkq,baym1241
mkr,mala1495
mkt,vama1243
mku,kony1250
mkv,mafe1237
mkx,cina1236
mlb,mbul1262
mlc,caol1238
mlf,mall1246
mlh,mape1249
mli,mali1283
mlj,milt1241
mlk,ilwa1237
mll,malu1245
mln,mala1484
mlo,mlom1238
mlr,vame1236
mlw,molo1266
mlx,malf1237
mlz,mala1491
mma,mama1272
mmb,momi1242
mmc,mich1246
mmd,maon1241
mmf,mund1334
mmg,nort2839
mmi,musa1265
mmj,majh1236
mmk,mukh1238
mml,manm1238
mmm,maii1238
mmo,mang1404
mmp,siaw1243
mmq,musa1266
mmr,west2430
mmt,mala1489
mmu,mmaa1238
mmv,miri1270
mmw,emae1237
mmx,mada1285
mmz,maba1270
mnd,sala1273
mne,naba1253
mnh,mono1270
mnj,munj1244
mnl,tial1239
mnm,mape1250
mnn,sout2692
mnp,minb1244
mnq,minr1238
mnt,mayk1239
mnu,merr1239
mny,many1259
mod,mobi1236
moi,mboi1246
mom,moni1237
moo,mono1268
mou,mogu1251
mow,moic1236
mox,moli1248
mpa,mpot1240
mpg,marb1239
mpi,mpad1242
mpl,midd1327
mpn,mind1255
mpo,miuu1237
mpp,miga1241
mpr,vang1243
mpv,mung1272
mpw,mapi1252
mpx,misi1243
mpy,mapi1250
mpz,mpii1239
mqa,maba1278
mqc,mang1408
mqe,mate1260
mqg,kota1275
mqh,tlaz1235
mqi,mari1430
mqk,raja1254
mql,mbel1240
mqm,sout2866
mqn,moro1287
mqo,modo1249
mqp,mani1297
mqq,mino1243
mqr,mand1443
mqt,mokk1243
mqu,mand1425
mqv,mosi1248
mqw,muru1273
mqx,mamu1255
mqz,mala1487
mrb,mari1426
mre,mart1251
mrk,hmwa1243
mrl,mort1237
mrm,merl1237
mro,mruu1242
mrp,moro1286
mrs,mara1399
mru,mono1269
mrv,mang1401
mrx,mare1261
mry,kara1489
msb,masb1238
msc,sank1253
msd,yuca1236
mse,muse1242
msf,mekw1241
msg,mora1239
msh,masi1268
msi,saba1263
msk,mans1262
msl,molo1262
msm,agus1235
msn,vure1239
msp,mari1442
msq,caac1237
msr,mong1264
mss,west2535
msv,masl1241
msw,mans1259
msx,more1258
msz,moma1243
mta,cota1241
mtc,muni1257
mtd,mual1241
mth,mung1269
mti,maiw1251
mtl,mont1280
mtm,mato1250
mtn,mata1288
mtr,mewa1249
mtt,mota1237
mtu,tutu1243
mtv,asar1240
mtw,maga1264
mtx,tida1235
mty,nabi1239
mub,mubi1246
muc,mbuu1238
mud,medn1235
mue,medi1245
mui,musi1241
muj,mabi1242
muk,mugo1238
mum,maiw1249
muo,nyon1241
mup,malv1243
muq,east2371
mut,west2408
muu,yaak1241
muv,muth1236
mux,boun1245
mvd,mamb1305
mve,marw1256
mvg,yucu1250
mvh,mire1238
mvi,miya1259
mvk,mekm1240
mvl,mbar1254
mvm,
mvo,maro1244
mvp,duri1242
mvq,moer1240
mvr,mara1397
mvs,mass1263
mvt,mpot1241
mvu,marf1238
mvv,taga1273
mvw,mach1265
mvx,meos1237
mvy,indu1241
mvz,mesq1240
mwa,mwat1237
mwb,juwa1238
mwc,aree1239
mwg,aikl1237
mwh,mouk1239
mwi,labo1244
mwl,mira1251
mwm,sarr1246
mwn,nyam1275
mwo,cent2058
mwq,munc1235
mws,mwim1241
mwt,moke1242
mwu,mitt1253
mwy,mosi1247
mwz,moin1241
mxa,nort2986
mxb,tezo1238
mxc,many1258
mxd,moda1244
mxf,malg1250
mxg,mban1264
mxh,mvub1239
mxi,moza1249
mxl,maxi1236
mxm,mera1242
mxn,moii1235
mxo,mbow1246
mxq,juqu1238
mxr,muri1259
mxs,huit1252
mxv,metl1238
mxw,namo1246
mxy,sout3002
mxz,cent2072
myc,maye1238
myf,bamb1262
myg,mant1267
myj,mang1387
myl,moma1242
myo,anfi1235
mys,mesm1243
myx,masa1299
myz,clas1253
mza,sant1436
mzc,mada1271
mzd,mali1280
mze,mora1273
mzg,mona1241
mzi,ixca1246
mzj,many1261
mzl,maza1292
mzo,mati1253
mzq,mori1269
mzr,maru1252
mzs,maca1262
mzt,mint1239
mzu,inap1241
mzv,manz1243
mzy,moza1235
mzz,maia1251
naa,naml1240
nac,nara1264
nae,naka1263
naj,nalu1240
nao,naab1241
nar,igut1238
nat,hung1276
naw,nawu1242
nax,nakw1240
naz,coat1240
nba,nyem1238
nbb,ndoe1238
nbd,ngbi1238
nbe,kony1248
nbg,naga1399
nbh,ngam1282
nbk,nake1240
nbn,kuri1260
nbo,nkuk1238
nbp,nnam1238
nbq,ngge1241
nbr,numa1252
nbs,nami1249
nbt,naaa1245
nbu,rong1266
nbv,ngam1267
nby,ning1275
nca,iyoo1238
ncc,pona1250
ncd,nach1240
ncf,nots1237
ncm,namb1293
ncn,naun1237
nco,sibe1248
ncp,ndak1242
ncr,ncan1245
ncs,nica1238
nct,chot1239
ncx,cent2133
nda,ndas1238
ndb,kens1251
ndc,ndau1241
ndd,nden1250
nde,nort2795
ndg,nden1248
ndh,ndal1241
ndj,ndam1239
ndk,ndak1241
ndl,ndol1238
ndm,ndam1251
ndn,ngun1270
ndp,ndoo1242
ndq,ndom1244
ndr,ndoo1241
ndu,dugu1248
ndw,ndob1238
ndx,ndug1245
ndy,luto1241
nea,east2464
nec,nede1245
ned,ndeg1238
nef,nefa1235
neh,nyen1254
nej,neko1240
nek,neku1237
nem,nemi1240
neo,name1237
neq,nort2939
ner,yaha1248
nes,bhot1235
net,nete1240
neu,neoa1234
nev,nyah1249
nex,neme1244
nfa,dhao1237
nfd,ahwa1235
nfu,mfum1238
ngd,ngan1304
ngg,ngba1287
ngj,ngie1242
ngl,lomw1241
ngm,ngat1248
ngn,ngwo1241
ngp,ngul1246
ngq,ngur1263
ngr,nang1262
ngs,gvok1239
ngt,ngeq1245
ngv,nagu1244
ngw,ngwa1251
ngx,nggw1242
ngy,tibe1274
ngz,ngun1272
nha,nhan1238
nhc,taba1265
nhe,east2538
nhf,nhuw1239
nhh,naha1262
nhi,zaca1241
nhk,isth1240
nhm,more1259
nho,taku1257
nhq,huax1236
nht,omet1237
nhv,tema1239
nhy,nort2958
nhz,sant1423
nib,naka1264
nif,nekk1240
nii,niii1240
nik,sout2689
nil,nila1244
nim,nila1242
nin,ninz1246
niq,nand1266
nis,nimi1240
niw,nimo1247
nix,hema1238
nja,nzan1240
nji,ngar1283
njj,njen1238
njl,njal1239
njn,lian1251
njr,njer1242
njs,nisa1239
njt,ndyu1241
njx,kuny1238
njy,njye1238
njz,nyis1236
nka,nkoy1244
nkb,khoi1251
nkc,nkon1247
nkd,koir1240
nke,duke1237
nkg,nekg1240
nki,than1255
nkj,naka1265
nkk,noku1237
nkm,nama1267
nkn,nkan1238
nkp,niua1241
nks,nort2917
nkt,nyik1247
nku,boun1243
nkv,nyik1246
nkw,nkut1238
nkx,nkor1239
nkz,nkar1238
nla,ngom1271
nlc,nalc1240
nle,east2409
nli,gran1245
nlj,nyal1250
nlk,nini1235
nlo,ngul1247
nlu,nchu1238
nlv,oriz1235
nlx,naha1261
nlz,nalo1235
nma,mara1379
nmc,ngam1269
nme,mzie1235
nmh,mons1234
nmi,nyam1285
nmk,nama1268
nml,ndem1249
nmp,nima1245
nmq,namb1291
nmr,nimb1256
nms,lete1241
nmt,namo1247
nmv,ngam1265
nmw,nimo1246
nmx,nama1266
nmy,namu1246
nnc,nanc1253
nnd,west2513
nne,ngan1300
nnf,ngai1241
nng,mari1416
nnj,nyan1315
nnl,nort2725
nnn,nget1241
nnp,wanc1238
nnq,ngin1244
nnr,naru1238
nns,ning1271
nnu,dwan1238
nnv,nugu1241
nnw,sout2795
nny,nyan1300
nnz,ndan1241
noc,nukk1240
noe,nima1243
nof,noma1262
noh,nomu1240
noi,noir1238
nok,nook1247
nop,numa1254
noq,ngon1267
nos,east2349
nou,ewag1241
noy,noyy1238
noz,nayi1243
npb,nupb1238
nph,phom1236
npi,nepa1254
npl,sout2973
npn,mond1265
npo,poch1243
nps,nips1240
nqg,eden1244
nqk,kura1248
nqm,ndom1245
nqn,nenn1238
nra,ngom1270
nrc,nori1240
nre,sout2732
nrg,nara1263
nrp,nort1401
nrt,tual1242
nru,yong1270
nrx,ngur1260
nsa,sang1321
nsc,nshi1235
nsd,sout2723
nsf,farn1234
nsg,ngas1238
nsh,ngos1238
nsi,nige1240
nsp,nepa1250
nsr,mari1381
nss,nali1245
nsu,sier1248
nsw,navu1237
nsx,nson1238
nsy,nasa1239
nte,nath1238
nti,nati1243
ntk,ikom1245
ntr,delo1240
ntu,natu1246
ntw,nott1246
nty,mant1265
ntz,nata1252
nua,yuag1237
nud,ngal1300
nue,ngun1266
nug,nung1291
nuh,ndun1251
nui,ngum1255
nuj,nyol1238
nuk,nuuc1236
nul,nusa1245
nuo,nguo1239
nuq,nuku1258
nur,nuku1259
nuu,ngbu1241
nuw,ngul1236
nuz,tlam1239
nvh,nasa1240
nvm,nami1258
nvo,nyok1243
nwa,nawa1259
nwm,nyam1279
nwo,nauo1235
nwr,nawa1258
nxa,naue1237
nxd,ngan1302
nxe,nage1237
nxi,nind1242
nxl,sout2895
nxm,numi1241
nxo,ndam1254
nxq,naxi1245
nxr,ning1274
nxu,nara1265
nxx,nafr1241
nyb,nyan1302
nyc,nyan1303
nyd,nyor1244
nye,nyen1257
nyf,giry1241
nyg,nyin1248
nyk,nyan1305
nyl,nyeu1238
nyq,nayi1242
nyr,nyih1239
nyu,nyun1248
nyw,nyaw1245
nyx,ngan1296
nyy,nyak1260
nza,tigo1236
nzb,njeb1242
nzi,nzim1238
nzy,nzak1246
nzz,nang1261
oar,olda1245
obi,obis1242
obl,oblo1238
obo,obom1235
obr,oldb1235
obu,obul1239
och,oldc1244
odk,oddd1238
odt,oldd1237
odu,odua1238
ofo,ofoo1242
ofs,oldf1241
ofu,efut1242
ogc,ogba1241
oge,oldg1234
ogg,ogbo1242
oia,oira1263
oin,ineb1235
ojb,nort2961
ojc,cent2136
ojp,oldj1239
ojw,west1510
okb,okob1241
okd,okod1238
oke,okpe1250
okh,kore1279
oki,okie1245
okj,okoj1239
okk,kwam1254
okl,oldk1238
okn,okin1246
okr,kiri1254
oks,okoe1238
okx,okpe1249
ola,walu1241
ole,olek1239
olm,olom1241
olo,livv1243
omi,omii1238
omk,yuka1240
oml,ombo1238
omn,mino1236
omo,utar1238
omr,oldm1244
omt,omot1239
omu,omur1241
omw,sout2943
omx,oldm1242
onb,ling1262
oni,onin1245
onj,onjo1240
onk,kabo1248
onn,onob1238
onp,sart1249
onr,nort2907
onu,unua1237
onw,oldn1245
onx,onin1237
oog,ongg1239
oor,oorl1238
oos,oldo1234
opa,okpa1238
opk,kopk1238
opo,opao1240
ora,oroh1237
orc,orma1241
org,orin1239
orh,oroq1238
orn,oran1258
orr,orum1241
ors,oran1259
orv,oldr1238
orx,oroo1241
ory,oriy1255
orz,ormu1248
osc,osca1245
osi,osin1237
oso,osos1238
osp,olds1249
ost,osat1238
osu,sout2932
otd,otda1235
oti,otii1244
otl,tila1239
otn,tena1241
ots,esta1236
ott,temo1245
otu,otuk1240
otw,otta1242
otx,texc1235
oty,oldt1248
oub,glio1241
oue,oung1239
oui,oldu1238
oum,ouma1237
oun,oung1238
owl,oldw1239
oyd,oyda1235
oyy,oyao1237
pae,pagi1243
paf,para1313
pai,peee1238
pal,pahl1241
paq,pary1242
pas,papa1269
pat,papi1254
pax,pank1235
paz,pank1250
pbc,pata1262
pbl,makn1235
pbn,kpas1242
pbo,pape1239
pbp,bady1239
pbt,sout2649
pbu,nort2646
pbv,pnar1238
pby,pyuu1245
pca,sant1454
pcb,pear1247
pcd,pica1241
pce,ruch1235
pcf,pali1274
pcg,pani1256
pch,pard1245
pcj,pare1266
pcl,pard1243
pcn,piti1243
pcw,pyap1239
pda,anam1247
pdc,penn1240
pdi,padi1241
pdn,pode1237
pdt,plau1238
pea,pera1256
ped,mala1494
pee,taje1237
pef,nort2967
pek,penc1239
pel,peka1242
pem,phen1239
peo,oldp1254
pep,kunj1246
peq,sout2984
pex,peta1245
pey,petj1238
pez,east2485
pfa,paaf1237
pfe,peer1241
pfl,pala1330
pga,suda1237
pgg,pang1282
pgi,pagi1244
pgk,rere1240
pgs,pang1286
pha,pahn1237
phd,phud1238
phg,phuo1238
phh,phuk1235
phk,phak1238
phl,phal1254
phm,phim1238
phn,phoe1239
pho,phun1245
phq,phan1254
phr,paha1251
pht,phut1244
phu,phua1239
phv,pahl1240
pic,pinj1243
pie,piro1248
pig,pisa1244
pih,pitc1234
pii,pini1248
pij,pija1235
pin,piam1243
pis,piji1239
piw,pimb1238
pix,piuu1237
piy,piya1245
piz,pije1237
pkb,poko1261
pkc,paek1234
pkg,pakt1239
pkh,pank1249
pkp,puka1242
pkr,atta1243
pkt,male1282
pku,paku1239
pla,mian1254
plb,polo1242
plc,cent2091
pld,pola1249
pli,pali1273
plj,
plk,kohi1248
pll,shwe1236
pln,pale1260
plp,palp1242
plq,pala1331
plr,pala1342
pls,sanm1301
plv,sout2916
plw,broo1239
ply,boly1239
plz,palu1253
pmb,pamb1243
pmc,palu1237
pme,pwaa1237
pmh,maha1305
pmj,sout2729
pml,ling1242
pmm,pomo1271
pmn,pamm1242
pmo,pomm1237
pmq,nort2984
pmr,payn1244
pmu,mirp1238
pmx,poum1235
pmz,sout2999
pna,puna1275
pnb,west2386
pnc,pann1239
pne,west2563
pnh,penr1237
pni,aohe1237
pnl,pale1262
pnm,puna1278
pnn,pina1252
pnp,panc1247
pnq,pana1295
pnr,pani1258
pns,pono1240
pnu,jion1236
pnv,pini1244
pnx,phon1246
pny,piny1238
pnz,pana1293
pof,poke1238
poh,poqo1254
pop,pwap1237
poq,texi1237
pow,sanf1264
ppe,papi1255
ppi,paip1241
ppm,papu1251
ppn,papa1265
ppq,peii1238
pps,sanl1248
ppt,pare1271
ppu,papo1239
ppv,papa1263
prb,luaa1235
prc,para1299
prf,para1306
prg,prus1238
prh,poro1253
pri,paic1239
prl,peru1235
prm,kibi1239
pro,oldp1253
prt,phai1238
pru,pura1253
prw,para1307
pry,pray1239
prz,prov1243
psc,pers1244
pse,cent2053
psg,pena1248
psh,sout2671
psi,sout2672
psl,puer1237
psm,paus1244
psn,pana1303
pso,poli1259
psp,phil1239
psq,pasi1259
psu,saur1252
psy,pisc1239
pth,pata1261
pti,pint1251
ptn,pata1260
ptr,piam1242
ptt,enre1239
ptv,port1286
ptw,pent1242
pty,path1235
pua,west2631
pub,puru1266
pud,puna1267
puf,puna1268
pug,phui1238
puj,puna1266
pum,puma1239
pup,pula1267
puq,puqu1242
pur,puru1264
puu,punu1239
pux,puar1240
puy,puri1259
pwb,pana1298
pwi,patw1250
pwm,molb1237
pwo,pwow1235
pwr,powa1246
pye,pyek1235
pys,para1318
pyu,puyu1239
pyy,pyen1239
pzn,para1302
qbb,oldl1238
qcs,tapa1260
qer,dale1238
qgu,wulg1239
qhr,sabe1248
qkn,oldk1250
qlm,limo1249
qok,oldk1249
qpp,pais1238
qua,quap1242
qud,cald1236
qun,quin1251
qup,sout2990
quq,quin1236
qur,yana1272
quv,saca1238
qux,yauy1235
qva,ambo1252
qve,east2551
qvj,loja1235
qvl,caja1239
qvm,marg1254
qvp,paca1245
qvw,huay1241
qvy,quey1238
qvz,nort2973
qwc,clas1251
qwh,huay1240
qws,sihu1235
qxc,chin1483
qxh,pana1306
qxo,sout2992
qxp,puno1238
qxq,qash1240
qxr,cana1262
qxs,sout2728
qxt,sant1433
qxu,areq1237
qyp,wamp1250
raa,dung1252
rac,rasa1243
raf,west2422
rag,logo1258
rah,rabh1238
rai,ramo1244
rak,tulu1259
raq,saam1282
rar,raro1241
rat,raza1238
rau,raut1239
rav,samp1249
rax,rang1269
ray,rapa1245
raz,raha1237
rcf,reun1238
rdb,rudb1238
rea,rera1240
reb,remb1250
ree,reja1241
reg,kara1481
rei,reli1238
rem,remo1248
rer,rerb1235
res,resh1242
ret,rett1240
rga,rori1237
rge,roma1240
rgk,rang1266
rgn,roma1328
rgs,sout3010
rgu,ring1244
rhg,rohi1238
rhp,yaha1247
ria,rian1262
rie,rien1238
ril,rian1261
rin,nung1292
rir,ribu1241
riu,riun1237
rjg,rajo1237
rjs,rajb1243
rka,krao1238
rkh,raka1237
rki,rakh1245
rkm,mark1256
rkt,rang1265
rmc,carp1235
rmd,trav1237
rme,angl1239
rmf,kalo1256
rmg,trav1236
rmh,murk1238
rmi,loma1235
rmk,romk1240
rmm,roma1332
rmp,remp1241
rmq,calo1236
rms,roma1324
rmu,tavr1235
rmx,roma1331
rmz,marm1234
rna,runa1235
rnd,ruun1238
rnl,rang1267
rnn,roon1237
rnw,rung1255
rob,taee1237
roc,cacg1235
rod,rogo1238
roe,ronj1237
rof,romb1244
rol,romb1245
ror,rong1269
row,dela1251
rpn,repa1237
rpt,rapt1240
rri,riri1237
rsb,roma1241
rsi,renn1236
rtw,rath1243
rub,gung1250
ruc,ruul1235
rue,rusy1239
ruf,lugu1238
ruh,ruga1238
ruk,chee1238
rup,arom1237
ruq,megl1237
ruu,lana1236
ruy,mala1471
ruz,ruma1250
rwk,rwaa1238
rwm,amba1263
rwr,marw1260
ryn,nort2935
rys,yaey1239
saa,saba1276
saf,safa1243
sak,sake1247
sam,sama1314
sao,saus1247
sap,sana1281
saq,samb1315
sar,sara1331
sau,sale1244
sav,saaf1238
saw,sawi1257
sax,saaa1241
say,saya1246
sbb,simb1256
sbd,sout2844
sbg,sege1235
sbh,sori1242
sbi,seti1248
sbj,surb1238
sbk,safw1238
sbl,boto1242
sbm,saga1256
sbn,sind1270
sbo,sabu1253
sbp,sang1330
sbq,sile1255
sbr,semb1240
sbt,kimk1238
sbw,simb1254
sbx,sebe1242
sby,soli1239
sbz,sara1319
scb,chut1247
scf,sanm1305
scg,sang1339
sch,saka1283
sci,sril1245
sck,sadr1248
sco,scot1243
scp,hela1238
scq,saoc1239
scu,shum1243
scv,shen1251
scw,shaa1247
scy,
sdb,shab1251
sdc,sass1235
sde,suru1258
sdf,sarl1241
sdh,sout2640
sdj,suun1239
sdk,sosk1235
sdl,saud1238
sdn,gall1276
sdr,orao1237
sds,sene1271
sdu,saru1242
sdx,sibu1258
sdz,sall1238
sec,sech1246
seg,sege1246
sej,sene1263
sek,seka1250
seo,suar1238
sep,sici1249
seu,seru1244
sev,nyar1245
sew,sewa1251
sez,sent1260
sfb,lang1248
sfe,east2694
sfm,smal1236
sfs,sout1404
sfw,sehw1238
sga,oldi1245
sgb,maga1263
sgc,kips1239
sgd,suri1273
sge,sega1243
sgg,swis1240
sgi,suga1248
sgk,sang1320
sgm,sing1266
sgp,sing1264
sgr,sang1315
sgt,brok1248
sgu,sala1269
sgx,sier1246
shc,sond1250
shd,kund1257
she,shek1245
shl,shen1247
sho,shan1282
shq,sala1266
shr,shii1238
shw,shwa1239
shx,shee1238
sia,akka1237
sib,sebo1238
sie,sima1258
sig,paas1238
sih,zire1240
sii,shom1245
sij,numb1247
sik,siki1239
sil,tumu1242
sim,mend1268
siq,soni1260
sir,siri1278
siu,sina1269
siv,suma1269
six,suma1270
siy,siva1239
sjb,saja1241
sje,pite1240
sjk,kemi1239
sjl,saja1240
sjm,mapu1244
sjo,xibe1242
sjp,surj1235
sjs,senh1238
sjt,ters1235
sju,umes1235
skc,sauk1252
ske,seke1241
skg,saka1291
skk,sokk1239
skm,saka1292
skn,koli1253
sko,seko1242
skp,seka1248
skq,sini1242
skr,sera1259
sks,maia1254
skt,saka1287
skw,skep1238
skx,seko1243
sky,sika1261
skz,seka1247
sle,shol1240
slf,swis1235
slg,selu1243
sli,lowe1388
slj,salu1254
slm,pang1291
slq,salc1238
slt,sila1247
slw,sial1240
slx,sala1268
smb,simb1255
smc,somm1240
smd,sama1300
smf,auwe1239
smg,simb1259
smh,same1240
smj,lule1254
smk,boli1256
sml,cent2092
smm,musa1263
smn,inar1241
smp,sama1313
sms,skol1241
smt,simt1238
smu,somr1240
smv,samv1238
smw,sumb1241
smx,samb1309
smy,semn1249
smz,sime1242
snb,sebu1243
sne,baub1235
sng,sang1331
snh,shin1267
sni,sens1242
snj,rive1257
snl,sang1337
snm,sout2828
snr,siha1245
sns,sout2857
snu,seng1285
snw,sele1249
snx,samm1244
sny,sani1270
snz,sins1241
soa,thai1259
soc,sode1235
sod,song1300
soe,song1305
sog,sogd1245
soh,akaa1242
soi,sonh1238
soj,soii1239
sok,soko1263
sol,solo1257
soo,song1299
soq,kana1288
sor,somr1248
sos,seek1238
sou,sout2746
sow,sowa1245
sox,soca1235
soy,miyo1238
soz,temi1247
spb,sepa1242
spc,sape1238
spd,saep1240
spe,sepa1241
spg,sian1255
spi,sapo1254
spk,seng1284
spm,sepe1240
spq,lore1243
spr,sapa1251
spt,spit1240
sqa,sham1278
sqh,shau1238
sqk,alba1271
sqm,suma1264
sqn,susq1241
sqo,sork1239
sqq,souu1238
sqs,sril1237
sra,saru1243
src,logu1236
sre,sara1329
srf,nafi1237
srg,sulo1237
srh,sari1246
srk,seru1246
srt,saur1251
srv,wara1299
srw,seru1245
srx,sirm1239
sry,sera1260
srz,shah1253
ssc,suba1252
ssg,seim1238
ssh,shih1239
ssi,sans1271
ssj,saus1246
ssk,suna1241
ssl,west2465
ssm,semn1250
sso,siss1243
ssq,cent2074
ssr,swis1241
sss,sooo1254
ssu,susu1251
ssv,shar1244
ssx,samb1321
ssz,seng1281
sta,sett1235
stb,nort2885
std,sent1241
ste,lian1255
stf,seta1245
stg,trie1243
sth,shel1236
sti,bulo1242
stj,maty1235
stk,aram1253
stl,stel1238
stm,seta1246
stn,owaa1237
stq,sate1242
sts,shum1235
stu,samt1238
stv,silt1240
stw,sata1237
suc,west2557
sug,suga1249
suj,shub1238
sut,subt1250
suw,sumb1240
sux,sume1241
suz,sunw1242
svb,ulau1237
svc,vinc1243
sve,seri1255
svk,slov1263
svl,
svm,slav1254
swc,cong1236
swf,sere1264
swg,swab1242
swj,sira1266
swk,mala1475
swm,samo1306
swn,sawk1238
